"ID","Prod","Quant","Val","Insp","UnitPrice"
"v982","p1327",24672,104250,"ok",4.22543774319066
"v4121","p1327",2796,58925,"ok",21.0747496423462
"v963","p1328",68447,461645,"ok",6.74456148552895
"v5217","p1330",24812,122810,"ok",4.94962115105594
"v963","p1331",4916,200485,"ok",40.7821399511798
"v1856","p1341",53867,69285,"ok",1.28622347633987
"v672","p1341",53953,75275,"ok",1.39519581858284
"v1889","p1341",40325,21815,"ok",0.540979541227526
"v1868","p1367",467314,251210,"ok",0.537561468306107
"v1868","p1367",1125,539145,"fraud",479.24
"v672","p1380",84347,129030,"ok",1.52975209551021
"v672","p1381",66598,1043950,"fraud",15.6753956575273
"v1158","p1381",100,1025,"ok",10.25
"v543","p1386",3506,22480,"ok",6.41186537364518
"v4153","p1389",32671,30215,"ok",0.924826298552233
"v4153","p1389",5720,2545,"fraud",0.44493006993007
"v5230","p1390",129446,141745,"ok",1.09501259212336
"v5230","p1390",105502,78950,"ok",0.748327045932779
"v5230","p1390",209918,207505,"ok",0.988505035299498
"v1893","p1390",118868,110840,"ok",0.932462900023556
"v4576","p1396",24918,171710,"ok",6.89100248816117
"v4576","p1396",8224,60320,"ok",7.33463035019455
"v1143","p1396",115,1100,"ok",9.56521739130435
"v1144","p1396",101,1025,"ok",10.1485148514851
"v1152","p1398",155,1075,"ok",6.93548387096774
"v1158","p1398",103,1025,"ok",9.95145631067961
"v1903","p1398",47100,56440,"ok",1.19830148619958
"v1052","p1398",14211,105810,"ok",7.44564070086553
"v54","p1411",49868,153255,"ok",3.0732132830673
"v1918","p1413",102,13380,"fraud",131.176470588235
"v1933","p1421",24457,318925,"ok",13.0402338798708
"v662","p1421",21554,76815,"ok",3.56383965853206
"v1989","p1421",5533,58860,"ok",10.6379902403759
"v165","p1439",160,17755,"ok",110.96875
"v1080","p1487",102,1115,"ok",10.9313725490196
"v2062","p1487",117,1230,"ok",10.5128205128205
"v4719","p1496",623,85205,"ok",136.765650080257
"v5138","p1464",544,1125,"fraud",2.06801470588235
"v5138","p1464",641,32965,"ok",51.4274570982839
"v5138","p1464",116,17495,"ok",150.818965517241
"v1989","p1464",149,10670,"ok",71.6107382550336
"v2016","p1464",1107,20710,"ok",18.7082204155375
"v2016","p1464",377,8695,"ok",23.0636604774536
"v2631","p1464",256,8135,"ok",31.77734375
"v3972","p1467",107,4885,"ok",45.6542056074766
"v4834","p1467",135861,635065,"ok",4.67437307247849
"v1995","p1467",553,10205,"ok",18.4538878842676
"v2330","p1467",1666,84275,"ok",50.5852340936375
"v422","p1471",103,1040,"ok",10.0970873786408
"v1139","p1471",100,1045,"ok",10.45
"v5758","p1471",106,1045,"ok",9.85849056603774
"v1971","p1509",402,34395,"ok",85.5597014925373
"v1971","p1509",854,43650,"ok",51.1124121779859
"v1361","p1509",1148,59360,"ok",51.7073170731707
"v1971","p1509",682,47400,"ok",69.5014662756598
"v1971","p1509",3527,209185,"ok",59.3096115679047
"v1734","p1509",350,40875,"ok",116.785714285714
"v1298","p1511",16052,552480,"ok",34.4181410416148
"v1247","p1511",1233,75140,"ok",60.9407948094079
"v1298","p1511",11711,402425,"ok",34.3629920587482
"v1210","p1511",680,44860,"ok",65.9705882352941
"v5270","p1528",153,1400,"ok",9.15032679738562
"v2218","p1528",126,1345,"ok",10.6746031746032
"v4010","p1528",101,1055,"ok",10.4455445544554
"v4725","p1528",167,1625,"ok",9.73053892215569
"v1190","p1534",161,1485,"ok",9.22360248447205
"v2392","p1534",192,1880,"ok",9.79166666666667
"v4196","p1534",113,1195,"ok",10.5752212389381
"v2115","p1535",18243,1380,"fraud",0.0756454530504851
"v1132","p1535",14105,114220,"ok",8.09783764622474
"v1132","p1546",112,1330,"ok",11.875
"v2197","p1549",41250,143785,"ok",3.48569696969697
"v2182","p1553",6362,24890,"ok",3.9122917321597
"v2157","p1554",115,1615,"ok",14.0434782608696
"v2315","p1601",8223,87455,"ok",10.6354128663505
"v747","p1601",24614,251445,"ok",10.2155277484358
"v1971","p1601",1737,4055,"fraud",2.33448474381117
"v2222","p1601",41532,254795,"ok",6.13490802272946
"v2315","p1601",15445,89250,"ok",5.77856911621884
"v4196","p1601",100,1020,"ok",10.2
"v2222","p1601",9247,196390,"ok",21.238239429004
"v2324","p1601",20063,270935,"ok",13.5042117330409
"v1910","p1605",273,36675,"ok",134.340659340659
"v1910","p1605",397,26135,"ok",65.8312342569269
"v1910","p1605",618,103175,"ok",166.949838187702
"v1910","p1605",674,16270,"ok",24.1394658753709
"v2222","p1605",2278,37040,"ok",16.2598770851624
"v2534","p1610",3082,23680,"ok",7.68332251784555
"v1568","p1619",1532,34100,"ok",22.2584856396867
"v747","p1667",100,1030,"ok",10.3
"v1109","p1667",101,1015,"ok",10.049504950495
"v777","p1667",102,1145,"ok",11.2254901960784
"v1085","p1667",101,1105,"ok",10.9405940594059
"v771","p1669",212,6210,"ok",29.2924528301887
"v1142","p1669",187,8105,"ok",43.3422459893048
"v1039","p1669",143,8095,"ok",56.6083916083916
"v1149","p1669",188,5770,"ok",30.6914893617021
"v1307","p1669",705,19190,"ok",27.2198581560284
"v1395","p1672",39928,217280,"ok",5.44179523141655
"v1398","p1672",109016,639010,"ok",5.86161664342849
"v1395","p1673",173575,789025,"ok",4.54572951173844
"v2425","p1676",10146,73715,"ok",7.26542479794993
"v496","p1676",11968,142755,"ok",11.9280581550802
"v2169","p1676",2803,39185,"ok",13.9796646450232
"v1200","p1679",65333,301905,"ok",4.62101847458405
"v1200","p1679",34325,256620,"ok",7.4761835396941
"v1201","p1679",28958,220380,"ok",7.61033220526279
"v2230","p1681",74500,278630,"ok",3.74
"v2133","p1682",5530,232515,"ok",42.0461121157324
"v2206","p1682",1794,187070,"ok",104.275362318841
"v2384","p1682",6971,422085,"ok",60.5487017644527
"v416","p1682",3413,225155,"ok",65.9698212716086
"v2436","p1684",4885,41685,"ok",8.53326509723644
"v4196","p1690",158,1620,"ok",10.253164556962
"v5138","p1701",102,1110,"ok",10.8823529411765
"v5800","p1702",101,1030,"ok",10.1980198019802
"v5800","p1702",101,1060,"ok",10.4950495049505
"v1971","p1702",100,1040,"ok",10.4
"v1154","p1702",100,1060,"ok",10.6
"v2452","p1702",101,1055,"ok",10.4455445544554
"v2631","p1702",100,1025,"ok",10.25
"v5800","p1706",100,1020,"ok",10.2
"v4756","p1706",5323,200015,"ok",37.5756152545557
"v2095","p1706",102,1070,"ok",10.4901960784314
"v976","p1706",4019,291805,"ok",72.6063697437173
"v1386","p1706",101,1025,"ok",10.1485148514851
"v2210","p1706",12432,405435,"ok",32.6122104247104
"v1258","p1706",100,1015,"ok",10.15
"v1276","p1715",1352,38225,"ok",28.2729289940828
"v1149","p1715",654,32140,"ok",49.1437308868502
"v2427","p1715",1824,49990,"ok",27.406798245614
"v1163","p1715",1360,189295,"ok",139.1875
"v2536","p1718",1277,174685,"fraud",136.793265465936
"v1950","p1728",981,35995,"ok",36.6921508664628
"v1247","p1728",973,37405,"ok",38.4429599177801
"v1149","p1728",1363,42290,"ok",31.0271460014674
"v1159","p1728",2787,83970,"ok",30.1291711517761
"v1140","p1728",1123,29195,"ok",25.9973285841496
"v1191","p1728",586,37165,"ok",63.4215017064846
"v5345","p1731",104,15040,"fraud",144.615384615385
"v5270","p1740",451,3795,"ok",8.41463414634146
"v2398","p1747",103,23135,"fraud",224.611650485437
"v2374","p1747",8063,53990,"ok",6.69601885154409
"v739","p1749",335,9255,"ok",27.6268656716418
"v2041","p1749",168,12930,"ok",76.9642857142857
"v5904","p1780",150,3980,"ok",26.5333333333333
"v1386","p1800",1137,196415,"fraud",172.748460861917
"v1909","p1800",108,1120,"ok",10.3703703703704
"v539","p1807",241,1445,"fraud",5.99585062240664
"v976","p1814",6302,447195,"ok",70.9608060933037
"v2342","p1814",1993,56070,"ok",28.1334671349724
"v5362","p1814",2266,88190,"ok",38.918799646955
"v1161","p1814",2834,63320,"ok",22.3429781227946
"v5904","p1814",4975,94180,"ok",18.9306532663317
"v1328","p1818",101,1010,"ok",10
"v1081","p1818",3958,170115,"ok",42.9800404244568
"v2079","p1818",100,1020,"ok",10.2
"v1361","p1818",202,61630,"fraud",305.09900990099
"v1149","p1818",2491,155220,"ok",62.3123243677238
"v1179","p1818",1737,155295,"ok",89.4041450777202
"v2456","p1833",1155,35325,"ok",30.5844155844156
"v4756","p1833",13503,24880,"ok",1.84255350662816
"v4753","p1833",1683,26440,"ok",15.7100415923945
"v2460","p1833",2408,25830,"ok",10.7267441860465
"v2265","p1833",798,28585,"ok",35.8208020050125
"v2273","p1833",839,31780,"ok",37.8784266984505
"v1149","p1838",399,212275,"fraud",532.017543859649
"v1039","p1838",100,1020,"ok",10.2
"v2578","p1840",101,31180,"fraud",308.712871287129
"v1646","p1840",100,1030,"ok",10.3
"v1416","p1856",1094,1015,"fraud",0.927787934186472
"v594","p1865",313,1005,"fraud",3.21086261980831
"v1057","p1865",22647,105485,"ok",4.65779131893849
"v2281","p1869",1334,23920,"ok",17.9310344827586
"v5596","p1870",1203,39835,"ok",33.1130507065669
"v553","p1870",7608,55785,"ok",7.33241324921136
"v662","p1909",310,12610,"ok",40.6774193548387
"v664","p1909",797,13360,"ok",16.762860727729
"v333","p1909",194,13680,"ok",70.5154639175258
"v2545","p1909",855,24970,"ok",29.2046783625731
"v1148","p1911",1488,1060,"fraud",0.712365591397849
"v663","p1911",212,8920,"ok",42.0754716981132
"v1209","p1912",100,1010,"ok",10.1
"v663","p1913",296,24595,"ok",83.0912162162162
"v662","p1913",185,7065,"ok",38.1891891891892
"v988","p1913",182,6695,"ok",36.7857142857143
"v4222","p1913",350,22845,"ok",65.2714285714286
"v662","p1913",275,13370,"ok",48.6181818181818
"v4147","p1913",173,8565,"ok",49.5086705202312
"v596","p1913",116,5830,"ok",50.2586206896552
"v1678","p1913",165,7175,"ok",43.4848484848485
"v1039","p1913",112,18240,"ok",162.857142857143
"v1191","p1913",102,14465,"ok",141.813725490196
"v988","p1913",223,6085,"ok",27.2869955156951
"v4196","p1914",101,1040,"ok",10.2970297029703
"v4157","p1914",4275,71270,"ok",16.6713450292398
"v1172","p1914",101,1035,"ok",10.2475247524752
"v1146","p1914",101,1015,"ok",10.049504950495
"v1185","p1914",101,1030,"ok",10.1980198019802
"v1156","p1914",1736,71870,"ok",41.3997695852535
"v1284","p1914",7127,341240,"ok",47.8798933632665
"v2218","p1914",100,1010,"ok",10.1
"v1678","p1914",100,1015,"ok",10.15
"v663","p1915",201,7120,"ok",35.4228855721393
"v4147","p1915",161,7330,"ok",45.527950310559
"v4147","p1915",698,14805,"ok",21.2106017191977
"v1250","p1915",215,5830,"ok",27.1162790697674
"v169","p1915",311,21645,"ok",69.5980707395498
"v5800","p1917",108,5125,"ok",47.4537037037037
"v749","p1917",229,9520,"ok",41.5720524017467
"v1239","p1917",104,16395,"ok",157.644230769231
"v1131","p1917",111,6880,"ok",61.981981981982
"v1205","p1917",229,8295,"ok",36.2227074235808
"v747","p1917",131,7470,"ok",57.0229007633588
"v333","p1917",214,12515,"ok",58.481308411215
"v1154","p1917",273,4795,"ok",17.5641025641026
"v1156","p1917",171,20220,"ok",118.245614035088
"v5313","p1917",100,7420,"ok",74.2
"v1250","p1917",132,4795,"ok",36.3257575757576
"v2075","p1917",160,11905,"ok",74.40625
"v5243","p1917",125,4695,"ok",37.56
"v1156","p1917",170,16175,"ok",95.1470588235294
"v1965","p1917",112,5410,"ok",48.3035714285714
"v1166","p1917",130,12790,"ok",98.3846153846154
"v2347","p1917",187,8020,"ok",42.8877005347594
"v5800","p1918",126,4000,"ok",31.7460317460317
"v5800","p1918",139,5790,"ok",41.6546762589928
"v4196","p1918",101,1005,"ok",9.95049504950495
"v2298","p1918",5100,1660,"fraud",0.325490196078431
"v662","p1918",146,7145,"ok",48.9383561643836
"v1989","p1918",114,5955,"ok",52.2368421052632
"v2298","p1918",5145,3405,"fraud",0.661807580174927
"v2075","p1918",215,5785,"ok",26.906976744186
"v1039","p1918",100,1010,"ok",10.1
"v5800","p1918",250,17855,"ok",71.42
"v2232","p1918",128,4575,"ok",35.7421875
"v4755","p1918",183,4420,"ok",24.1530054644809
"v1107","p1918",160,4630,"ok",28.9375
"v1085","p1918",121,4205,"ok",34.7520661157025
"v1085","p1918",127,7905,"ok",62.244094488189
"v539","p1920",166,8905,"ok",53.644578313253
"v18","p1920",211,9070,"ok",42.9857819905213
"v596","p1920",255,35910,"ok",140.823529411765
"v5374","p1920",118,13110,"ok",111.101694915254
"v1168","p1921",140,7110,"ok",50.7857142857143
"v2545","p1921",407,7070,"ok",17.3710073710074
"v1081","p1937",101,1030,"ok",10.1980198019802
"v2004","p1937",102,1245,"ok",12.2058823529412
"v805","p1940",8332,163500,"ok",19.6231397023524
"v662","p1940",4213,76265,"ok",18.1023023973416
"v5154","p1940",2846,49065,"ok",17.2399859451862
"v596","p1940",2719,46785,"ok",17.2066936373667
"v1085","p1940",847,86185,"ok",101.753246753247
"v14","p1940",408,48680,"ok",119.313725490196
"v14","p1940",543,43925,"ok",80.8931860036832
"v14","p1940",439,53625,"ok",122.152619589977
"v1971","p1941",3664,134110,"ok",36.6020742358079
"v1971","p1941",5583,191140,"ok",34.2360737954505
"v1971","p1941",2097,94420,"ok",45.0262279446829
"v1971","p1941",947,40575,"ok",42.8458289334741
"v596","p1941",1614,41405,"ok",25.6536555142503
"v1971","p1941",2588,116800,"ok",45.1313755795981
"v333","p1941",1798,62715,"ok",34.8804226918799
"v2453","p1956",106,1105,"ok",10.4245283018868
"v2232","p1958",1665,56110,"ok",33.6996996996997
"v5147","p1958",2021,48020,"ok",23.7605145967343
"v3852","p1958",1827,49500,"ok",27.0935960591133
"v5138","p1963",2566,42355,"ok",16.5062353858145
"v5138","p1963",1996,33955,"ok",17.0115230460922
"v1250","p1963",903,31620,"ok",35.0166112956811
"v2631","p1963",1916,39015,"ok",20.3627348643006
"v1156","p1963",7655,195320,"ok",25.5153494448073
"v1156","p1963",3517,103535,"ok",29.4384418538527
"v2222","p1964",1005,1035,"fraud",1.02985074626866
"v2075","p1965",6128,138840,"ok",22.6566579634465
"v5815","p1990",3031,59050,"ok",19.4820191355988
"v1284","p1990",28161,379830,"ok",13.4878022797486
"v1989","p1990",25357,935850,"ok",36.9069684899633
"v4196","p1992",698,1040,"ok",1.48997134670487
"v1205","p1992",8217,176690,"ok",21.5029816234636
"v543","p1993",5874,64335,"ok",10.9525025536261
"v2467","p1993",2008,26980,"ok",13.4362549800797
"v1723","p1999",101,1180,"ok",11.6831683168317
"v54","p1999",566,353020,"fraud",623.710247349823
"v710","p1999",108,1125,"ok",10.4166666666667
"v2475","p2001",102,1125,"ok",11.0294117647059
"v1678","p2001",100,1055,"ok",10.55
"v3678","p2001",100,1110,"ok",11.1
"v2269","p2001",101,1030,"ok",10.1980198019802
"v152","p2013",100,1270,"ok",12.7
"v2636","p2068",102,1085,"ok",10.6372549019608
"v1081","p2068",100,1025,"ok",10.25
"v747","p2068",102,1055,"ok",10.343137254902
"v2685","p2088",215,23225,"ok",108.023255813953
"v2675","p2089",512,30165,"ok",58.916015625
"v2685","p2089",323,44690,"ok",138.359133126935
"v1697","p2089",278,27645,"ok",99.4424460431655
"v4834","p2091",101,1070,"ok",10.5940594059406
"v43","p2091",106,1130,"ok",10.6603773584906
"v54","p2108",620,21870,"ok",35.2741935483871
"v2685","p2108",883,151490,"ok",171.562853907135
"v1720","p2108",721,52960,"ok",73.4535367545076
"v1673","p2108",664,40430,"ok",60.8885542168675
"v1666","p2109",102,1175,"ok",11.5196078431373
"v4296","p2120",175,9255,"ok",52.8857142857143
"v4296","p2120",114,6500,"ok",57.0175438596491
"v4316","p2134",552,17530,"ok",31.7572463768116
"v2700","p2134",100,1345,"fraud",13.45
"v54","p2134",567,18135,"ok",31.984126984127
"v54","p2148",455,12760,"ok",28.043956043956
"v5936","p2150",102,1030,"ok",10.0980392156863
"v5609","p2150",100,1010,"ok",10.1
"v54","p2150",2099,755540,"fraud",359.952358265841
"v360","p2151",108,1030,"ok",9.53703703703704
"v152","p2182",212,1005,"fraud",4.74056603773585
"v4832","p2189",225,3010,"ok",13.3777777777778
"v4832","p2189",631,4165,"ok",6.60063391442155
"v426","p2189",168,3735,"ok",22.2321428571429
"v663","p2209",29669,6320,"fraud",0.213016953722741
"v2330","p2211",600,11415,"ok",19.025
"v662","p2211",162,7900,"ok",48.7654320987654
"v1022","p2211",1040,7610,"ok",7.31730769230769
"v988","p2211",7116,255470,"ok",35.9007869589657
"v662","p2211",218,7210,"ok",33.0733944954128
"v1803","p2211",218,8315,"ok",38.1422018348624
"v3108","p2211",961,10635,"ok",11.0665972944849
"v2631","p2211",1822,9495,"ok",5.21130625686059
"v1179","p2211",354,60095,"ok",169.75988700565
"v1935","p2211",556,7790,"ok",14.0107913669065
"v2294","p2211",333,10820,"ok",32.4924924924925
"v5181","p2211",191,8760,"ok",45.8638743455497
"v4834","p2230",100,1020,"ok",10.2
"v662","p2250",2241,103165,"ok",46.0352521195895
"v3678","p2258",100,1045,"ok",10.45
"v333","p2258",860,53520,"ok",62.2325581395349
"v333","p2269",9741,858260,"ok",88.1079971255518
"v1426","p2269",100,1085,"ok",10.85
"v2747","p2271",4710,75510,"ok",16.031847133758
"v1623","p2273",6768,53180,"ok",7.85756501182033
"v662","p2273",22022,372270,"ok",16.9044591771864
"v596","p2273",6047,81840,"ok",13.5339837936167
"v2725","p2273",207,98295,"fraud",474.855072463768
"v753","p2273",10501,54230,"ok",5.16427006951719
"v1583","p2273",101,1010,"ok",10
"v2550","p2273",8752,50295,"ok",5.74668647166362
"v1648","p2273",102,1020,"ok",10
"v1551","p2273",101,1020,"ok",10.0990099009901
"v2767","p2273",7984,61030,"ok",7.64403807615231
"v333","p2273",2635,52680,"ok",19.9924098671727
"v5609","p2276",101,1025,"ok",10.1485148514851
"v5609","p2276",102,1025,"ok",10.0490196078431
"v2762","p2276",105,1060,"ok",10.0952380952381
"v1342","p2276",101,1050,"ok",10.3960396039604
"v1326","p2276",101,1020,"ok",10.0990099009901
"v2751","p2276",101,1030,"ok",10.1980198019802
"v1562","p2276",101,1010,"ok",10
"v333","p2276",103,1040,"ok",10.0970873786408
"v654","p2278",5737,142855,"ok",24.9006449363779
"v655","p2278",33991,213350,"ok",6.27666146921244
"v662","p2278",2263,95535,"ok",42.2160848431286
"v946","p2278",4966,84695,"ok",17.0549738219895
"v596","p2278",4124,114535,"ok",27.7727934044617
"v1653","p2278",7478,106355,"ok",14.2223856646162
"v169","p2299",936,35460,"ok",37.8846153846154
"v2786","p2299",2113,49305,"ok",23.3341221012778
"v3844","p2299",2113,37350,"ok",17.6762896355892
"v1118","p4284",101,1025,"ok",10.1485148514851
"v3927","p2327",38433,17175,"ok",0.446881586136914
"v5715","p2327",27600,14910,"ok",0.540217391304348
"v5420","p2348",68918,27435,"ok",0.39808177834528
"v3932","p2348",55315,44750,"ok",0.809002982916026
"v5143","p2359",54898,41135,"ok",0.749298699406171
"v392","p2359",65100,35160,"ok",0.540092165898618
"v2839","p2359",89718,54835,"ok",0.611192848703716
"v4815","p2359",238955,105480,"ok",0.441422025067481
"v412","p2359",100175,55565,"ok",0.554679311205391
"v2840","p2359",88838,51420,"ok",0.578806366644904
"v5431","p2359",54005,25700,"ok",0.475881862790482
"v2839","p2360",127850,93305,"ok",0.729800547516621
"v877","p2360",64305,44335,"ok",0.689448720939274
"v1118","p2360",38555,38100,"ok",0.988198677214369
"v4346","p2360",43533,22295,"ok",0.512140215468725
"v5143","p2360",50524,27200,"ok",0.53835800807537
"v410","p2360",44800,21195,"ok",0.473102678571429
"v2865","p2364",121,1140,"ok",9.42148760330578
"v4832","p2364",104,1030,"ok",9.90384615384615
"v4832","p2364",102,1010,"ok",9.90196078431373
"v1015","p2364",104,1060,"ok",10.1923076923077
"v1015","p2364",122,1135,"ok",9.30327868852459
"v5016","p2365",101,1045,"ok",10.3465346534653
"v2863","p2365",107,1105,"ok",10.3271028037383
"v5832","p2385",431,1315,"ok",3.05104408352668
"v886","p4463",8807,225585,"fraud",25.6142840921994
"v1473","p2392",101,1020,"ok",10.0990099009901
"v816","p2395",7988,1010,"fraud",0.126439659489234
"v1128","p2398",100,1090,"ok",10.9
"v4834","p2398",552,24350,"ok",44.1123188405797
"v39","p2398",101,1060,"ok",10.4950495049505
"v4832","p2398",102,1065,"ok",10.4411764705882
"v4827","p2418",107,1035,"ok",9.67289719626168
"v1223","p2418",103,1015,"ok",9.85436893203883
"v3812","p2418",102,1145,"ok",11.2254901960784
"v4834","p2418",105,1095,"ok",10.4285714285714
"v236","p2418",113,1120,"ok",9.91150442477876
"v2248","p2444",101,1945,"fraud",19.2574257425743
"v4355","p2444",105,5920,"fraud",56.3809523809524
"v5834","p2445",108,49840,"ok",461.481481481481
"v5834","p2445",108,65870,"ok",609.907407407407
"v5655","p2455",103,113210,"ok",1099.12621359223
"v2933","p2455",161,55090,"ok",342.173913043478
"v2933","p2455",152,47620,"ok",313.289473684211
"v2972","p2455",175,103600,"ok",592
"v3250","p2456",4048,12160,"fraud",3.00395256916996
"v4842","p2456",1614,23640,"fraud",14.6468401486989
"v2967","p2456",1341,27130,"fraud",20.2311707680835
"v4760","p2457",106,1040,"fraud",9.81132075471698
"v4840","p2458",736,40000,"ok",54.3478260869565
"v2976","p2459",133,232940,"ok",1751.42857142857
"v2956","p2459",107,142800,"ok",1334.57943925234
"v4087","p2462",5082,106150,"ok",20.8874458874459
"v2977","p2464",203,13725,"ok",67.6108374384236
"v2978","p2464",215,5800,"ok",26.9767441860465
"v5728","p2464",1512,20070,"ok",13.2738095238095
"v2988","p2474",178,154135,"fraud",865.926966292135
"v2993","p2477",1505080,863935,"ok",0.574012677067
"v2993","p2477",1760177,984045,"ok",0.559060253599496
"v2993","p2477",106,43695,"fraud",412.216981132075
"v2993","p2479",2017544,184710,"fraud",0.09155190667465
"v5940","p2481",197,53840,"fraud",273.299492385787
"v4007","p4297",420,1310,"ok",3.11904761904762
"v2562","p2499",70744,119200,"ok",1.68494854687323
"v630","p4300",40616,83065,"ok",2.04512999803033
"v2997","p2513",23655,12435,"ok",0.52568167406468
"v3034","p2514",108,5325,"fraud",49.3055555555556
"v3034","p2516",101,1615,"fraud",15.990099009901
"v5458","p2516",111166,49595,"ok",0.446134609502906
"v3004","p2525",129100,64420,"ok",0.498993028659954
"v3034","p2525",108,5460,"fraud",50.5555555555556
"v3034","p2527",103,2645,"fraud",25.6796116504854
"v3004","p2529",884249,52180,"fraud",0.0590105275776393
"v2997","p2534",33822,17390,"ok",0.514162379516291
"v2999","p2534",143544,70790,"ok",0.493158892047038
"v3040","p2542",812,1985,"ok",2.44458128078818
"v3046","p2552",461,3330,"ok",7.2234273318872
"v432","p2552",635,45965,"ok",72.3858267716535
"v4007","p2553",11852,62460,"ok",5.26999662504219
"v876","p2553",110152,468260,"ok",4.25103493354637
"v4007","p2555",478,3085,"ok",6.45397489539749
"v3049","p2559",114444,258270,"ok",2.25673691936668
"v3058","p2560",195,1605,"ok",8.23076923076923
"v1033","p2562",79517,232350,"ok",2.92201667567941
"v3062","p2562",79053,199590,"ok",2.52476186861979
"v3047","p2562",212283,527420,"ok",2.48451359741477
"v3074","p2590",331433,318500,"ok",0.960978538648837
"v3410","p2596",13682,28710,"ok",2.09837743020026
"v4386","p2596",12187,6490,"fraud",0.532534668088947
"v2997","p2610",103316,71655,"ok",0.693551821595881
"v468","p2610",7652,1035,"fraud",0.135258755880815
"v3034","p2632",100,2520,"fraud",25.2
"v467","p2639",43044,185265,"ok",4.30408419291887
"v467","p2639",23272,2220,"fraud",0.0953936060501891
"v3043","p2654",17500,38895,"ok",2.22257142857143
"v3114","p2660",303295,22630,"fraud",0.0746138248240162
"v370","p2662",117,1090,"ok",9.31623931623932
"v692","p2673",102,1020,"ok",10
"v950","p2682",1405,8100,"ok",5.76512455516014
"v630","p2682",433,14620,"ok",33.7644341801386
"v3124","p2682",3600,16455,"ok",4.57083333333333
"v1033","p2699",1246,5970,"ok",4.79133226324238
"v1317","p2710",11800,98105,"ok",8.31398305084746
"v3140","p2710",15222,133385,"ok",8.76264617001708
"v1015","p2727",102,1040,"ok",10.1960784313725
"v661","p2750",111,1285,"ok",11.5765765765766
"v3177","p2754",37232,120270,"ok",3.23028577567684
"v4605","p2758",23247,100870,"ok",4.33905450165613
"v3181","p2758",35399,147665,"ok",4.17144552105992
"v2953","p2772",5882,81385,"ok",13.8362801768106
"v1340","p2772",3822,55445,"ok",14.5068027210884
"v2953","p2772",11423,158435,"ok",13.8698240392191
"v5596","p2773",36418,140465,"ok",3.85702125322643
"v906","p2773",46585,180875,"ok",3.88268756037351
"v360","p2782",122,1180,"fraud",9.67213114754098
"v3196","p2784",235810,678385,"ok",2.87682880284975
"v5463","p2800",8497,51100,"ok",6.01388725432506
"v3216","p2800",12591,53665,"ok",4.26217139226432
"v1014","p2821",1721,24400,"ok",14.1778036025567
"v1014","p2821",1053,15180,"ok",14.4159544159544
"v5721","p2821",211,1050,"fraud",4.97630331753555
"v1014","p2821",1685,24305,"ok",14.4243323442136
"v3255","p2821",102,13035,"fraud",127.794117647059
"v3001","p2826",97184,164005,"ok",1.68757202831742
"v5481","p2826",122,40495,"fraud",331.926229508197
"v2979","p2829",112,45850,"fraud",409.375
"v2979","p2829",111,32840,"fraud",295.855855855856
"v1183","p2859",9117,22615,"ok",2.48053087638478
"v1128","p2859",506,20045,"ok",39.6146245059289
"v1183","p2859",11287,32605,"ok",2.88872153805263
"v1033","p2866",763,23985,"ok",31.435124508519
"v990","p2866",195,12270,"ok",62.9230769230769
"v3265","p2866",333,15435,"ok",46.3513513513514
"v1353","p2866",1616,14980,"ok",9.26980198019802
"v1315","p2866",1941,17525,"ok",9.02885110767646
"v3255","p2866",3129,89695,"ok",28.6657078938958
"v1183","p2870",1852,1040,"fraud",0.561555075593952
"v957","p2904",138,1085,"ok",7.86231884057971
"v1869","p2904",100,1110,"ok",11.1
"v684","p2904",101,1110,"ok",10.990099009901
"v621","p2904",100,1005,"ok",10.05
"v1299","p2904",100,1010,"ok",10.1
"v957","p2904",105,1090,"ok",10.3809523809524
"v692","p2904",101,1035,"ok",10.2475247524752
"v4832","p2923",181,6135,"ok",33.8950276243094
"v4832","p2923",164,4360,"ok",26.5853658536585
"v4834","p2936",101,1030,"ok",10.1980198019802
"v656","p2936",102,1160,"ok",11.3725490196078
"v2026","p2936",103,1150,"ok",11.1650485436893
"v1183","p2938",2230,26335,"ok",11.8094170403587
"v3281","p2938",2405,31385,"ok",13.0498960498961
"v3284","p2942",11975,93065,"ok",7.77160751565762
"v1022","p2955",606,5300,"ok",8.74587458745875
"v1248","p2955",217,8485,"ok",39.1013824884793
"v634","p2955",1746,7815,"ok",4.47594501718213
"v1063","p2955",276,5725,"ok",20.7427536231884
"v662","p2957",2018,125210,"ok",62.0465807730426
"v1247","p2957",186,12250,"ok",65.8602150537634
"v1396","p2957",1320,8295,"ok",6.28409090909091
"v629","p2957",605,14920,"ok",24.6611570247934
"v1284","p2957",701,21570,"ok",30.7703281027104
"v789","p2957",1033,17590,"ok",17.02807357212
"v789","p2957",989,24045,"ok",24.3124368048534
"v662","p2957",2892,189690,"ok",65.5912863070539
"v663","p2957",454,10040,"ok",22.1145374449339
"v333","p2957",348,20715,"ok",59.5258620689655
"v596","p2957",385,51930,"ok",134.883116883117
"v1084","p2957",1715,11545,"ok",6.73177842565598
"v333","p2957",317,17345,"ok",54.7160883280757
"v1740","p2957",686,8725,"ok",12.7186588921283
"v977","p2957",247,8530,"ok",34.5344129554656
"v1284","p2957",494,14470,"ok",29.2914979757085
"v789","p2957",213,9255,"ok",43.4507042253521
"v787","p2957",931,1210,"fraud",1.29967776584318
